timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1748001664483,529,Ebay.pl main page,200,OK,Ebay.pl users 1-3,text,true,,340207,226,6,6,https://www.ebay.pl/,78,0,0
1748001664483,78,Ebay.pl main page-0,301,Moved Permanently,Ebay.pl users 1-3,,true,,188,113,6,6,http://www.ebay.pl/,78,0,0
1748001664561,451,Ebay.pl main page-1,200,OK,Ebay.pl users 1-3,text,true,,340019,113,6,6,https://www.ebay.pl/,396,0,0
1748001664539,480,Ebay.pl main page,200,OK,Ebay.pl users 1-4,text,true,,340190,226,6,6,https://www.ebay.pl/,68,0,0
1748001664539,68,Ebay.pl main page-0,301,Moved Permanently,Ebay.pl users 1-4,,true,,188,113,6,6,http://www.ebay.pl/,68,0,0
1748001664608,411,Ebay.pl main page-1,200,OK,Ebay.pl users 1-4,text,true,,340002,113,6,6,https://www.ebay.pl/,289,0,0
1748001664591,599,Ebay.pl main page,200,OK,Ebay.pl users 1-1,text,true,,340572,226,6,6,https://www.ebay.pl/,86,0,0
1748001664591,86,Ebay.pl main page-0,301,Moved Permanently,Ebay.pl users 1-1,,true,,188,113,6,6,http://www.ebay.pl/,86,0,0
1748001664677,513,Ebay.pl main page-1,200,OK,Ebay.pl users 1-1,text,true,,340384,113,6,6,https://www.ebay.pl/,339,0,0
1748001664790,523,Ebay.pl main page,200,OK,Ebay.pl users 1-5,text,true,,340636,226,6,6,https://www.ebay.pl/,54,0,0
1748001664790,54,Ebay.pl main page-0,301,Moved Permanently,Ebay.pl users 1-5,,true,,188,113,6,6,http://www.ebay.pl/,54,0,0
1748001664844,469,Ebay.pl main page-1,200,OK,Ebay.pl users 1-5,text,true,,340448,113,6,6,https://www.ebay.pl/,341,0,0
