timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1748001664583,752,Ebay.pl main page,200,OK,Ebay.pl users 1-2,text,true,,340575,226,6,6,https://www.ebay.pl/,158,0,0
1748001664583,158,Ebay.pl main page-0,301,Moved Permanently,Ebay.pl users 1-2,,true,,188,113,6,6,http://www.ebay.pl/,158,0,0
1748001664741,594,Ebay.pl main page-1,200,OK,Ebay.pl users 1-2,text,true,,340387,113,6,6,https://www.ebay.pl/,334,0,0
1748001664956,517,Ebay.pl main page,200,OK,Ebay.pl users 1-6,text,true,,340246,226,6,6,https://www.ebay.pl/,126,0,0
1748001664956,126,Ebay.pl main page-0,301,Moved Permanently,Ebay.pl users 1-6,,true,,188,113,6,6,http://www.ebay.pl/,126,0,0
1748001665082,391,Ebay.pl main page-1,200,OK,Ebay.pl users 1-6,text,true,,340058,113,6,6,https://www.ebay.pl/,275,0,0
1748001665012,519,Ebay.pl main page,200,OK,Ebay.pl users 1-3,text,true,,340162,226,6,6,https://www.ebay.pl/,82,0,0
1748001665012,82,Ebay.pl main page-0,301,Moved Permanently,Ebay.pl users 1-3,,true,,188,113,6,6,http://www.ebay.pl/,82,0,0
1748001665094,437,Ebay.pl main page-1,200,OK,Ebay.pl users 1-3,text,true,,339974,113,6,6,https://www.ebay.pl/,326,0,0
1748001665020,572,Ebay.pl main page,200,OK,Ebay.pl users 1-4,text,true,,340639,226,6,6,https://www.ebay.pl/,136,0,0
1748001665020,136,Ebay.pl main page-0,301,Moved Permanently,Ebay.pl users 1-4,,true,,188,113,6,6,http://www.ebay.pl/,136,0,0
1748001665157,435,Ebay.pl main page-1,200,OK,Ebay.pl users 1-4,text,true,,340451,113,6,6,https://www.ebay.pl/,283,0,0
1748001665190,572,Ebay.pl main page,200,OK,Ebay.pl users 1-1,text,true,,340602,226,6,6,https://www.ebay.pl/,68,0,0
1748001665190,68,Ebay.pl main page-0,301,Moved Permanently,Ebay.pl users 1-1,,true,,188,113,6,6,http://www.ebay.pl/,68,0,0
1748001665258,504,Ebay.pl main page-1,200,OK,Ebay.pl users 1-1,text,true,,340414,113,6,6,https://www.ebay.pl/,350,0,0
1748001665314,597,Ebay.pl main page,200,OK,Ebay.pl users 1-5,text,true,,340582,226,6,6,https://www.ebay.pl/,145,0,0
1748001665314,145,Ebay.pl main page-0,301,Moved Permanently,Ebay.pl users 1-5,,true,,188,113,6,6,http://www.ebay.pl/,145,0,0
1748001665459,452,Ebay.pl main page-1,200,OK,Ebay.pl users 1-5,text,true,,340394,113,6,6,https://www.ebay.pl/,312,0,0
1748001665531,493,Ebay.pl main page,200,OK,Ebay.pl users 1-3,text,true,,340187,226,6,6,https://www.ebay.pl/,71,0,0
1748001665531,71,Ebay.pl main page-0,301,Moved Permanently,Ebay.pl users 1-3,,true,,188,113,6,6,http://www.ebay.pl/,71,0,0
1748001665602,422,Ebay.pl main page-1,200,OK,Ebay.pl users 1-3,text,true,,339999,113,6,6,https://www.ebay.pl/,326,0,0
1748001665335,707,Ebay.pl main page,200,OK,Ebay.pl users 1-2,text,true,,340212,226,6,6,https://www.ebay.pl/,88,0,0
1748001665335,88,Ebay.pl main page-0,301,Moved Permanently,Ebay.pl users 1-2,,true,,188,113,6,6,http://www.ebay.pl/,88,0,0
1748001665423,619,Ebay.pl main page-1,200,OK,Ebay.pl users 1-2,text,true,,340024,113,6,6,https://www.ebay.pl/,487,0,0
1748001665473,639,Ebay.pl main page,200,OK,Ebay.pl users 1-6,text,true,,340563,226,6,6,https://www.ebay.pl/,71,0,0
1748001665473,71,Ebay.pl main page-0,301,Moved Permanently,Ebay.pl users 1-6,,true,,188,113,6,6,http://www.ebay.pl/,71,0,0
1748001665544,568,Ebay.pl main page-1,200,OK,Ebay.pl users 1-6,text,true,,340375,113,6,6,https://www.ebay.pl/,439,0,0
1748001665592,559,Ebay.pl main page,200,OK,Ebay.pl users 1-4,text,true,,340504,226,6,6,https://www.ebay.pl/,68,0,0
1748001665592,68,Ebay.pl main page-0,301,Moved Permanently,Ebay.pl users 1-4,,true,,188,113,6,6,http://www.ebay.pl/,68,0,0
1748001665660,491,Ebay.pl main page-1,200,OK,Ebay.pl users 1-4,text,true,,340316,113,6,6,https://www.ebay.pl/,321,0,0
1748001665763,497,Ebay.pl main page,200,OK,Ebay.pl users 1-1,text,true,,340648,226,6,6,https://www.ebay.pl/,89,0,0
1748001665763,89,Ebay.pl main page-0,301,Moved Permanently,Ebay.pl users 1-1,,true,,188,113,6,6,http://www.ebay.pl/,89,0,0
1748001665852,408,Ebay.pl main page-1,200,OK,Ebay.pl users 1-1,text,true,,340460,113,6,6,https://www.ebay.pl/,327,0,0
1748001666024,518,Ebay.pl main page,200,OK,Ebay.pl users 1-3,text,true,,340228,226,6,6,https://www.ebay.pl/,121,0,0
1748001666024,121,Ebay.pl main page-0,301,Moved Permanently,Ebay.pl users 1-3,,true,,188,113,6,6,http://www.ebay.pl/,121,0,0
1748001666145,397,Ebay.pl main page-1,200,OK,Ebay.pl users 1-3,text,true,,340040,113,6,6,https://www.ebay.pl/,324,0,0
1748001665912,633,Ebay.pl main page,200,OK,Ebay.pl users 1-5,text,true,,340245,226,6,6,https://www.ebay.pl/,141,0,0
1748001665912,141,Ebay.pl main page-0,301,Moved Permanently,Ebay.pl users 1-5,,true,,188,113,6,6,http://www.ebay.pl/,141,0,0
1748001666053,492,Ebay.pl main page-1,200,OK,Ebay.pl users 1-5,text,true,,340057,113,6,6,https://www.ebay.pl/,402,0,0
